column_id,asset_id,table_name,table_type,column_name,datatype,precision,scale,repository_name,folder_name,source_file
COL_e7772c1691af7325,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PA_QUANTITY,"number(p,s)",22,5,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_646ce4b39adce31b,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,EXPENDITURE_ORGANIZATION_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_95257934beddc1d6,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PA_DEFAULT_DIST_CCID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_f8c5420bddcc03c6,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,VENDOR_PREPAY_AMOUNT,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_fe2a8e53b4bf3e84,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAYMENT_AMOUNT_TOTAL,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b9751674b8f7ba94,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AWT_FLAG,varchar2,1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_d5cbcce65b2ec222,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AWT_GROUP_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_e93a4a84236e1b7d,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,REFERENCE_1,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_955e39b40d8e1fdb,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,REFERENCE_2,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ec4738eb394c3713,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,ORG_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_abc70cf10919fa79,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PRE_WITHHOLDING_AMOUNT,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_4ca9c19decc6d5cc,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE_CATEGORY,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_881cf3a29ae17f51,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE1,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_548ca7954daf88df,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE2,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_730e1427e640e1bc,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE3,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_d2cfefc5100f1c20,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE4,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b22fe0e2f02f5431,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE5,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_6d7fd2784225b665,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE6,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ea50f0f2d9d0657d,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE7,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_79aa44de156d872a,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE8,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_924253043c9e25d1,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE9,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_5bfc3420d859003c,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE10,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b968bb9891d14fd9,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE11,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_9d8c0aac59b2cd11,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE12,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_593aafda15259cc9,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE13,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_cc0a95a599f865ec,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE14,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_64f159a257c15989,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE15,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_806edd32b92e78e1,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE16,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_5362718d5908b4a3,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE17,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b83d6445aa875fc4,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE18,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b381e1a8eceea128,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE19,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ec0d2529104639b5,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GLOBAL_ATTRIBUTE20,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2c158d5439b0b350,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AUTO_TAX_CALC_FLAG,varchar2,1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_76e4a64ba72b58bf,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAYMENT_CROSS_RATE_TYPE,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_be7597ad8dec234e,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAYMENT_CROSS_RATE_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_777e4c6ca11b88f1,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAY_CURR_INVOICE_AMOUNT,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_a1821d636ed322d9,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,MRC_BASE_AMOUNT,varchar2,2000,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ff94e40c048340ae,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,MRC_EXCHANGE_RATE,varchar2,2000,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_70adc06fd98084a6,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,MRC_EXCHANGE_RATE_TYPE,varchar2,2000,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c97a8ec55d2d09cb,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,MRC_EXCHANGE_DATE,varchar2,2000,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_6cf8b8e48549193f,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,MRC_POSTING_STATUS,varchar2,2000,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_54126cb321dc9a75,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,GL_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b685ffced0eaee67,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AWARD_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_9e3dfb46752a3de6,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAID_ON_BEHALF_EMPLOYEE_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_9bbb94b4414675ed,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AMT_DUE_CCARD_COMPANY,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_cbac5dfec9d3b971,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,AMT_DUE_EMPLOYEE,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_1a776626e45f34b8,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,APPROVAL_READY_FLAG,varchar2,1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_3e3a6b4673ab5f93,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,APPROVAL_ITERATION,"number(p,s)",9,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_6e75a9e90bb911cf,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,WFAPPROVAL_STATUS,varchar2,50,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c02716e94854e6f0,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,REQUESTER_ID,"number(p,s)",10,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c6d52a1a870f9536,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,VALIDATION_REQUEST_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_bad474ab63751698,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,VALIDATED_TAX_AMOUNT,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_cbc49dafb55322d1,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAYMENT_METHOD_CODE,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ea94d33ee24182e7,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,LEGAL_ENTITY_ID,"number(p,s)",15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2494d2a5d5bb19d4,AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,PAYMENT_REASON_CODE,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_5ae545a6f8dfd577,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,ASSIGNMENT_ID,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_4e0b99c4dc4c330b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SNAPSHOT_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_f0250468aeb78116,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PERSON_ID,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_77fff66f137e34ad,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,ORGANIZATION_ID,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2ce843b5d856018c,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,LOCATION_CODE,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_72f81fd9b6bd1ade,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,BUSINESS_GROUP_ID,"number(p,s)",10,5,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_45ce2137802d1c0b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,ASS_ATTRIBUTE16,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_fd1e6145555ad579,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SOFT_CODING_KEYFLEX_ID,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_613ee14c317a83b7,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,DATE_OF_BIRTH,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b7f40f0788bfc4c8,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,INTEGRATION_ID,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_387fe22c10fef895,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,W_INSERT_DT,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_e99d941a86ca22b9,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,W_UPDATE_DT,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2f1c14c9d0f34ce8,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_ACTIVE_FLG,"number(p,s)",1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_fddb5c0575efb56f,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,EMPLOYMENT_ID,varchar2,100,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_e43c08c2cabc749d,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_HR_ASSIGNMENT_ID,varchar2,240,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_95d09c048e37b5f2,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SUPERVISOR_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ac3b5fdc085927a7,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,JOB_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_1da0a23d0293f677,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,LOCATION_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_445893be79d82fd3,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,GRADE_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_1a917c287e8bc5cb,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SALARY_ANNL,"number(p,s)",20,5,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_40adad7c1e49855b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_ACTUAL_SALARY,"number(p,s)",20,5,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ea59ac14d74fb911,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_SUP_ORGANIZATION_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_fe38000c15fa4092,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_LOCATION_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_5e6ba9a85f5262c5,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_JOB_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_66e3b19639fbc86b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_SUP_BUSINESS_GROUP_ID,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_93bbb5d2a7be0ce7,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,LEAVING_REASON,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_594bd6e1cb3800c5,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PERFORMANCE_RATING,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_39c10a72a048af35,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,RATING_LEVEL_ID,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_a1bb7e2973864c60,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,DFLT_RATING_PCT,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_44e611369097a5d3,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,REVIEW_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2dbebc76a960f223,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,NEXT_PERF_REVIEW_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ba0c4e12fc5de6ef,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,ADJUSTED_SVC_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_609f904822840e52,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,GRD_ENTRY_DT,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c97e8d6a14ea9062,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,ORG_ENTRY_DT,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_4b5545d982577d6f,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,JOB_ENTRY_DT,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ca167c90e74a5116,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PAY_BASIS_ID,"number(p,s)",9,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_783e25ccf751885d,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,RATE_ID,number,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2bc9b6358db1145a,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,MANAGER_FLAG,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c34fdc35b099c007,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,FTE,"number(p,s)",25,5,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_c43c7bf87e624d29,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PPP_ATTRIBUTE3,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_0f380bebc2f89c17,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PPP_ATTRIBUTE4,varchar2,150,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b6f1e28b89e90112,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PPP_LAST_CHANGE_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_e1742b11d19e02f0,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_REVIEW_TYPE,varchar2,80,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_dfa72eeb6c575f4b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,NEXT_SAL_REVIEW_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_b38300fa143f2189,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_SALARY_CHANGE_REASON,varchar2,80,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_cc63eac93b24a59f,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PPP_CHANGE_DATE,date,19,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_502104e578c7217b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SALARY_MONTH,"number(p,s)",18,3,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_2c4f1c912e9327b1,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,SALARY_HOUR,"number(p,s)",18,6,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_24fec217e9f97baf,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_ACTUAL_SALARY_ANNL,"number(p,s)",22,7,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_8738301a584476f4,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_ACTUAL_SALARY_HOUR,"number(p,s)",22,7,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ef283bf20a6cb894,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_CHANGE_AMOUNT,"number(p,s)",22,7,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_3c6363e3f6f44143,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,INPUT_VALUE_ID,"number(p,s)",9,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_181bb45dc1a229f0,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,GLOBAL1_EXCHANGE_RATE,"number(p,s)",22,7,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_dc91d933c257fdcc,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,LOC_CURR_CODE,varchar2,30,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_ac404c601927cdd8,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,LOC_EXCHANGE_RATE,"number(p,s)",22,7,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_f7ab92c665b9c849,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,EMPLOYEE_ID,varchar2,40,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_3b59438581bd42c0,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,DATASOURCE_NUM_ID,"number(p,s)",22,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_7d1c075917d78855,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_TERMINATED_FLG,"number(p,s)",1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_093833724b80c744,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,PAY_GRADE_ID,varchar2,80,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_a4d28deb4a36df9b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_NEW_HIRE_FLG,"number(p,s)",1,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_f4077aa33ed75a61,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_GRADE_ID,varchar2,20,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_7b3668c4980c3526,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_PAY_BASIS_ID,varchar2,20,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_148c4d9e315a899b,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_PAY_GRADE_ID,varchar2,20,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_f8d3574d8b7f72a7,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,X_GRE_ID,varchar2,20,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
COL_a85e7cd42050912a,AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,TRANS_TYPE,varchar2,15,0,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML
