column_name,datatype,file_name,folder_name,precision,repository_name,scale,source_name
CLOSED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
DISTRIBUTION_RULE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_INVOICE_FORMAT_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LABOR_INVOICE_FORMAT_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RETENTION_INVOICE_FORMAT_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RETENTION_PERCENTAGE,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,17,BIINFAPROD_FLEX,2,PA_PROJECTS_ALL
BILLING_OFFSET,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BILLING_CYCLE,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_STD_BILL_RATE_SCHDL,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,20,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_BILL_RATE_ORG_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_SCHEDULE_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_SCHEDULE_DISCOUNT,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,7,BIINFAPROD_FLEX,4,PA_PROJECTS_ALL
NON_LABOR_STD_BILL_RATE_SCHDL,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LABOR_BILL_RATE_ORG_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LABOR_SCHEDULE_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LABOR_SCHEDULE_DISCOUNT,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,7,BIINFAPROD_FLEX,4,PA_PROJECTS_ALL
LIMIT_TO_TXN_CONTROLS_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_LEVEL_FUNDING_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INVOICE_COMMENT,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,240,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
UNBILLED_RECEIVABLE_DR,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,22,BIINFAPROD_FLEX,5,PA_PROJECTS_ALL
UNEARNED_REVENUE_CR,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,22,BIINFAPROD_FLEX,5,PA_PROJECTS_ALL
REQUEST_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROGRAM_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROGRAM_APPLICATION_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROGRAM_UPDATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SUMMARY_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ENABLED_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT2,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT3,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT4,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT5,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT6,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT7,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT8,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT9,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEGMENT10,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE_CATEGORY,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE1,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE2,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE3,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE4,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE5,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE6,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE7,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE8,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE9,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ATTRIBUTE10,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,150,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
COST_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
REV_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INV_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
COST_IND_SCH_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
REV_IND_SCH_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INV_IND_SCH_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_SCH_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LABOR_SCH_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
OVR_COST_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
OVR_REV_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
OVR_INV_IND_RATE_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
TEMPLATE_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
VERIFICATION_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
CREATED_FROM_PROJECT_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
TEMPLATE_START_DATE_ACTIVE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
TEMPLATE_END_DATE_ACTIVE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ORG_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PM_PRODUCT_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PM_PROJECT_REFERENCE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,25,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ACTUAL_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ACTUAL_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
EARLY_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
EARLY_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LATE_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LATE_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SCHEDULED_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SCHEDULED_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BILLING_CYCLE_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ADW_NOTIFY_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
WF_STATUS_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
OUTPUT_TAX_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,50,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RETENTION_TAX_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,50,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_CURRENCY_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ALLOW_CROSS_CHARGE_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_RATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_RATE_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
CC_PROCESS_LABOR_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_TP_SCHEDULE_ID,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LABOR_TP_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
CC_PROCESS_NL_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NL_TP_SCHEDULE_ID,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NL_TP_FIXED_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
CC_TAX_TASK_ID,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BILL_JOB_GROUP_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
COST_JOB_GROUP_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ROLE_LIST_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
WORK_TYPE_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
CALENDAR_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
LOCATION_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROBABILITY_MEMBER_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_VALUE,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
EXPECTED_APPROVAL_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RECORD_VERSION_NUMBER,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INITIAL_TEAM_TEMPLATE_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
JOB_BILL_RATE_SCHEDULE_ID,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
EMP_BILL_RATE_SCHEDULE_ID,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
COMPETENCE_MATCH_WT,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
AVAILABILITY_MATCH_WT,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
JOB_LEVEL_MATCH_WT,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ENABLE_AUTOMATED_SEARCH,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEARCH_MIN_AVAILABILITY,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEARCH_ORG_HIER_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEARCH_STARTING_ORG_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SEARCH_COUNTRY_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,2,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
MIN_CAND_SCORE_REQD_FOR_NOM,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
NON_LAB_STD_BILL_RT_SCH_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INVPROC_CURRENCY_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
REVPROC_CURRENCY_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_BIL_RATE_DATE_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_BIL_RATE_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_BIL_RATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJECT_BIL_EXCHANGE_RATE,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_CURRENCY_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_BIL_RATE_DATE_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_BIL_RATE_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_BIL_RATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_BIL_EXCHANGE_RATE,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
FUNDING_RATE_DATE_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
FUNDING_RATE_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
FUNDING_RATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
FUNDING_EXCHANGE_RATE,number,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BASELINE_FUNDING_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_COST_RATE_TYPE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PROJFUNC_COST_RATE_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INV_BY_BILL_TRANS_CURR_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
MULTI_CURRENCY_BILLING_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SPLIT_COST_FROM_WORKPLAN_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SPLIT_COST_FROM_BILL_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ASSIGN_PRECEDES_TASK,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
PRIORITY_CODE,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,30,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RETN_BILLING_INV_FORMAT_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
RETN_ACCOUNTING_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
ADV_ACTION_SET_ID,"number(p,s)",SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,15,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
START_ADV_ACTION_SET_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
REVALUATE_FUNDING_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
INCLUDE_GAINS_LOSSES_FLAG,varchar2,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,1,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
TARGET_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
TARGET_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BASELINE_START_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
BASELINE_FINISH_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
SCHEDULED_AS_OF_DATE,date,SDE_ORA_ProjectCostLine.XML,Custom_SDE_ORAR1213_Adaptor,19,BIINFAPROD_FLEX,0,PA_PROJECTS_ALL
