file_name,repository_name,folder_name,mapping_name,transformation_name,transformation_type,reusable_flag,attribute_count,port_count
SIL_EmployeeDimension.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension,Lkp_W_EMPLOYEE_D,Lookup Procedure,NO,32,49
SIL_EmployeeDimension.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension,Exp_W_EMPLOYEE_D_Update_Flg,Expression,NO,1,379
SIL_EmployeeDimension_SCDUpdate.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension_SCDUpdate,LKP_PER_ALL_PEOPLE_F,Lookup Procedure,NO,32,5
SIL_EmployeeDimension_SCDUpdate.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension_SCDUpdate,Fil_W_EMPLOYEE_D_Scd_Update,Filter,NO,2,118
SIL_EmployeeDimension_SCDUpdate.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension_SCDUpdate,Exp_W_EMPLOYEE_D_Scd_Update,Expression,NO,1,361
SIL_EmployeeDimension_SCDUpdate.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeDimension_SCDUpdate,Sq_W_EMPLOYEE_D,Source Qualifier,NO,11,122
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,LKP_FLAG,Lookup Procedure,NO,32,9
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,EXP_FLAG,Expression,NO,1,42
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,Lkp_W_PAY_GRADE_D,Lookup Procedure,NO,32,5
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,FIL_HDCNT,Filter,NO,2,95
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,LKP_W_POSITION_DH,Lookup Procedure,NO,32,6
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,LKP_W_MCAL_PERIOD_D,Lookup Procedure,NO,32,4
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,EXP_HDCNT_WID_NULL,Expression,NO,1,62
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,EXP_HDCNT,Expression,NO,1,98
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,SQ_WC_WRKFC_HEADCNT_FS1,Source Qualifier,NO,11,89
SIL_EmployeeHeadCount.XML,BIINFAPROD_FLEX,Custom_SIL,SIL_EmployeeHeadCount,EXPTRANS,Expression,NO,1,89
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,FIL_ETL_PROC_WID,Filter,NO,2,155
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,UPD_PROJ_COST_LINE_FACT,Update Strategy,NO,3,164
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,SQ_W_PROJ_COST_LINE_FS,Source Qualifier,NO,11,154
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,EXPTRANS_FROM_CURCY_CD_SWITCH,Expression,NO,1,4
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,EXP_Custom_DIR_INDIR_Metrics,Expression,NO,1,37
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,EXP_Customer_Wid,Expression,NO,1,6
SIL_ProjectCostLine_Fact.XML,BIINFAPROD_FLEX,Custom_SILOS_PA_Retro,SIL_ProjectCostLine_Fact,EXP_Custom_Extension,Expression,NO,1,64
